Original_MDOT_Name,Standardized_Name,Edge_Nodes,AADT_Current,Station_Description,Match_Type
JOPPA RD,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",3113,JOPPA RD - .05 mile north of MD 7,exact
JOPPA RD,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",24115,JOPPA RD-.10 MI W OF SILVER SPRING RD,exact
JOPPA RD E,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",20913,JOPPA RD-.20 MI W OF MD147,fuzzy
JOPPA RD E,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",21513,JOPPA RD-.20 MI W OF MD41,fuzzy
JOPPA RD E,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",14322,JOPPA RD - EAST OF MD 45 (TOWSON ROUNDABOUT),exact
JOPPA RD W,JOPPA RD,"[{37651713, 11003213061, 37633926, 37686279, 37686284, 37651726, 37686287, 986684688, 1616818705, 37317778, 37686290, 383981072, 37686418, 37686422, 37096599, 37651479, 1139207696, 37651582, 37573402, 37582748, 37651740, 37600540, 37619485, 37643552, 692315547, 1886224162, 1139207714, 1139207719, 37552809, 2291762219, 37686444, 1616818733, 37418158, 37653165, 387542829, 6038093070, 37616306, 37651635, 37539378, 37539379, 37592886, 37651762, 1139207735, 37409209, 393533626, 2291762232, 2291762234, 822124350, 2291762241, 37686337, 1886224208, 37602771, 37686355, 37686270, 393533527, 37365464, 1139207727, 37686494, 1886224223, 1140067936, 37686245, 1886224234, 37038315, 37540844, 37651694, 37478128, 37686257, 37608689, 37632118, 1616757750, 37686264, 1727207038}]",6820,JOPPA RD-.70 MI E OF MD25,fuzzy
KANE ST,KANE ST,"[{49480709, 49480712, 49400459, 49402644, 49404053, 4243466901, 4243466906, 631347100, 631347102, 631347106, 631347107, 631347108, 49466280, 49480621, 49480629, 49384771, 49478486, 602434521, 49480682, 49480686, 49480692, 49480694, 871345527, 49384831}]",17080,KANE ST-.10 MI S OF MD150,exact
KEITH AVE,KEITH AVE,"[{833369732, 833369755, 900135071, 49474592, 49388215, 833275578, 632694971, 49400773, 5761017413, 4249346247, 833592521, 631342802, 49385557, 10777350619, 49385564, 49390431, 49400673, 632443617, 49385574, 49410541, 49390449}]",9420,KEITH AVE-.10 MI E OF CLINTON ST,exact
KEITH AVE,KEITH AVE,"[{833369732, 833369755, 900135071, 49474592, 49388215, 833275578, 632694971, 49400773, 5761017413, 4249346247, 833592521, 631342802, 49385557, 10777350619, 49385564, 49390431, 49400673, 632443617, 49385574, 49410541, 49390449}]",9420,KEITH AVE-.10 MI E OF CLINTON ST,exact
KELLY AVE,KELLY AVE,"[{1021904634, 1021904326, 49467785, 49423722, 49507369, 49456882, 1021878098, 49495765, 49464502, 49557754}]",9342,KELLY AVE -.10 MI EAST OF IS 83,exact
KELSO DR,KELSO DR,"[{648096289, 37902756, 37610245, 37584582, 37584583, 37610246, 37638221, 37560462, 37728690, 829642676, 37855161}]",6045,KELSO DR - .10 MILE SOUTH OF MD 700,exact
KELSO DR,KELSO DR,"[{648096289, 37902756, 37610245, 37584582, 37584583, 37610246, 37638221, 37560462, 37728690, 829642676, 37855161}]",4055,KELSO DR - .10 MILE SOUTH OF ROSSVILLE BLVD,exact
KENILWORTH DR,KENILWORTH DR,"[{4070046496, 37757792, 37845153, 1737875778, 37600644, 37845156, 37572454, 1453372551, 37432359, 1737875689, 37572494, 37730833, 621522833, 37845140, 37637685, 37816377, 37816317}]",11374,KENILWORTH DR - .10 MILE EAST OF MD 139,exact
KENILWORTH DR,KENILWORTH DR,"[{4070046496, 37757792, 37845153, 1737875778, 37600644, 37845156, 37572454, 1453372551, 37432359, 1737875689, 37572494, 37730833, 621522833, 37845140, 37637685, 37816377, 37816317}]",13315,KENILWORTH DR - .10 MILE EAST OF WEST RD,exact
KENWOOD AVE,KENWOOD AVE,"[{49483394, 37514501, 37514502, 37579534, 37618960, 37588763, 37618972, 37618974, 37619103, 37618976, 37315872, 37619233, 37618979, 37603108, 37619235, 37618986, 37573938, 37618995, 37588789, 2832776887, 37619127, 37568828, 37514174, 37619263, 37412929, 37619269, 1153013448, 37619017, 683447626, 37619147, 37619149, 37333838, 37610192, 37333842, 37619027, 37581522, 37619285, 37619287, 37572184, 37579608, 37619161, 1391902812, 37619168, 37619302, 37501543, 37619174, 37588458, 37619307, 37519087, 1030359793, 37618929, 37538555}]",6662,KENWOOD AVE-.10 MI S OF BALTO CITY LINE,exact
KENWOOD AVE,KENWOOD AVE,"[{49483394, 37514501, 37514502, 37579534, 37618960, 37588763, 37618972, 37618974, 37619103, 37618976, 37315872, 37619233, 37618979, 37603108, 37619235, 37618986, 37573938, 37618995, 37588789, 2832776887, 37619127, 37568828, 37514174, 37619263, 37412929, 37619269, 1153013448, 37619017, 683447626, 37619147, 37619149, 37333838, 37610192, 37333842, 37619027, 37581522, 37619285, 37619287, 37572184, 37579608, 37619161, 1391902812, 37619168, 37619302, 37501543, 37619174, 37588458, 37619307, 37519087, 1030359793, 37618929, 37538555}]",11405,MD588-.10 MI N OF GOLDEN RING RD/KENWOOD AVE,exact
KENWOOD AVE,KENWOOD AVE,"[{49483394, 37514501, 37514502, 37579534, 37618960, 37588763, 37618972, 37618974, 37619103, 37618976, 37315872, 37619233, 37618979, 37603108, 37619235, 37618986, 37573938, 37618995, 37588789, 2832776887, 37619127, 37568828, 37514174, 37619263, 37412929, 37619269, 1153013448, 37619017, 683447626, 37619147, 37619149, 37333838, 37610192, 37333842, 37619027, 37581522, 37619285, 37619287, 37572184, 37579608, 37619161, 1391902812, 37619168, 37619302, 37501543, 37619174, 37588458, 37619307, 37519087, 1030359793, 37618929, 37538555}]",6662,KENWOOD AVE-.10 MI S OF BALTO CITY LINE,exact
KENWOOD AVE,KENWOOD AVE,"[{49483394, 37514501, 37514502, 37579534, 37618960, 37588763, 37618972, 37618974, 37619103, 37618976, 37315872, 37619233, 37618979, 37603108, 37619235, 37618986, 37573938, 37618995, 37588789, 2832776887, 37619127, 37568828, 37514174, 37619263, 37412929, 37619269, 1153013448, 37619017, 683447626, 37619147, 37619149, 37333838, 37610192, 37333842, 37619027, 37581522, 37619285, 37619287, 37572184, 37579608, 37619161, 1391902812, 37619168, 37619302, 37501543, 37619174, 37588458, 37619307, 37519087, 1030359793, 37618929, 37538555}]",6662,KENWOOD AVE-.10 MI S OF BALTO CITY LINE,exact
KERNAN DR,KERNAN DR,"[{37647241, 37533834, 37832619, 37803955, 37720824, 37862330, 37647231}]",10485,KERNAN DR - north of Dogwood Rd,exact
KESWICK RD,KESWICK RD,"[{49546893, 49486350, 49560209, 49482129, 49514899, 49569306, 49569311, 49525155, 49514788, 49484197, 49569315, 49569207, 49478842, 49534143, 49569224, 6709873746, 49459285, 49489109, 49461732, 49556708, 3891220585, 49483883, 49469164, 49569272, 49422075}]",2205,KESWICK RD - .03 mile south of Cold Spring La,exact
KEY AVE,KEY AVE,"[{49522913, 49505058, 49522953, 49522929, 49522932, 49505109, 49495063, 49510010, 49509787}]",425,KEY AVE - BETWEEN W NORTHERN PKWY & MANHATTAN AVE,exact
KEY HWY,KEY HWY,"[{1407138562, 841433475, 49459866, 841448606, 841448615, 1518556584, 4495515560, 4495515693, 1407138553, 841433527, 49529914, 4495515579, 841433532, 841433536, 841448643, 973357771, 841433552, 49495251, 49529690, 851025250, 4343113700, 4343113701, 4343113702, 4343113703, 49401069, 4343113710, 841414771, 49529844, 841433465, 841433466, 841433467, 49529854}]",16040,KEY HWY-.30 MI E OF MD2 (LIGHT ST),exact
KING AVE,KING AVE,"[{821918529, 37721765, 37737062, 37625193, 37689418, 37736266, 37777708, 37752013, 821918541, 37766188, 37670993, 37918107, 37868501, 37435383, 37803450, 393532667, 37457949, 37457951}]",8125,KING AVE - .10 MILE NORTH OF MD 7,exact
KINGSBURY RD,KINGSBURY RD,"[{37685633, 1457851651, 985980328, 37662860, 37723918, 37723922, 37723892, 37723925, 37723927, 37626875, 37668285}]",1705,KINGSBURY RD - BETWEEN CHERRY HILL RD & LEYTON RD,exact
KINGSTON RD,KINGSTON RD,"[{37697408, 37786626, 37786630, 49497353, 49522700, 37697041, 1224426137, 37758112, 37761826, 49522726, 37916849, 37683255, 37683259, 37627329, 37786563, 1305369924, 37627334, 37786566, 49486029, 37621457, 37656530, 37764307, 37764180, 37284950, 37756666, 1400591595, 37786608, 37756657, 37665654, 37688442, 37786623}]",10405,KINGSTON RD - .05 MILE SOUTH OF MD 150,exact
KIRK AVE,KIRK AVE,"[{49468549, 49488929, 49513135, 49482929, 49513138, 49513140, 8271548089, 49513151, 8271548096, 49513156, 49513158, 49513160, 49513166, 49513168, 49513170, 49513173, 49513178, 1266344935, 49509225, 49396476}]",6325,KIRK AVE - .10 MILE SOUTH OF MD 542 (THE ALAMEDA),exact
KIRWIN RD,KIRWIN RD,"[{37705000, 37705001, 37705003, 37705004}]",994,KIRWIN RD - Between Throgmorton Rd & Alverta Ave,exact
KLAUSMIER RD,KLAUSMIER RD,"[{37627421, 37638845, 37607209, 37624778, 37638828, 37442285, 37638832, 37638833, 37638834, 37608983, 37638840, 37816541, 37565310}]",3770,KLAUSMIER RD-.10 MI N OF US1,exact
KNECHT AVE,KNECHT AVE,"[{37625058, 37625059, 37602064, 37800176, 37800179, 37100570, 37631770, 3588219230}]",1645,KNECHT AVE - BETWEEN US 1 & LEEDS AVE,exact
KNOLLWOOD RD,KNOLLWOOD RD,"[{37776102, 37382342, 37382343, 37790313, 37750378, 37790315, 37787884, 1021368657, 1021368659, 37785268, 37790263, 37790302}]",2423,KNOLLWOOD RD - .05 MILE SOUTH OF BURKE AVE,exact
LA SALLE RD,LASALLE RD,"[{37745856, 5278579298, 37678087, 2006446571, 1021365868, 37685871, 37359070}]",8585,LA SALLE RD - .10 MILE SOUTH OF JOPPA RD,fuzzy
LABYRINTH RD,LABYRINTH RD,"[{49538310, 49538317, 49538318, 49469199, 49514657, 49512740, 49378990, 37779759, 37633974, 49529035, 7104185677, 7104185679, 37757905, 49538260, 49538261, 37287767, 37779800, 37741665, 37644905, 49516142, 49455347, 37764086, 49473657}]",1305,LABYRINTH RD - BETWEEN SMITH AVE & HATTON RD,exact
LABYRINTH RD,LABYRINTH RD,"[{49538310, 49538317, 49538318, 49469199, 49514657, 49512740, 49378990, 37779759, 37633974, 49529035, 7104185677, 7104185679, 37757905, 49538260, 49538261, 37287767, 37779800, 37741665, 37644905, 49516142, 49455347, 37764086, 49473657}]",1305,LABYRINTH RD - BETWEEN SMITH AVE & HATTON RD,exact
LAKE AVE W,LAKE AVE,"[{49468802, 49468809, 49468810, 49468811, 49468812, 49451997, 49468816, 49468823, 49468824, 49468828, 49468829, 49438462}]",8595,LAKE AVE - .01 mile west of Baltimore City Line,exact
LAKE MONTEBELLO DR,LAKE MONTEBELLO DR,"[{49479681, 49479684, 49546053, 49468812, 49476084, 49479674}]",1212,LAKE MONTEBELLO DR-.20 MI W OF MD147,exact
LAKESIDE BLVD,LAKESIDE BLVD,"[{37609216, 699302144, 37266947, 699302147, 699302149, 37659911, 699302152, 37701258, 37701262, 699302158, 699302160, 37701266, 37701151, 37701152, 1532815536, 1532815537, 8519569846, 8519569849, 1968507451, 37523645, 6943754177, 37643848, 37267018, 37640140, 37701200, 37701204, 37523541, 699302100, 699302112, 699302113, 37701222, 699302118, 699302121, 699302122, 37701231, 37701243, 699302143}]",21565,LAKESIDE BLVD - .10 MILE WEST OF OWINGS MILLS BLVD,exact
LAKESPRING WAY,LAKESPRING WY,"[{37292001, 37869474, 37830915, 37871237, 37671045, 37730505, 37871209, 37720957, 37817486, 37670461, 37871262, 37871263}]",5020,LAKESPRING WAY - .05 MILE NORTH OF CRANBROOK RD,exact
LANCASTER ST,LANCASTER ST,"[{49465218, 1134462661, 896441447, 49422855, 49522162, 49522167, 631149656, 49522169, 49478234, 49522172, 49530910, 49496159}]",345,LANCASTER ST - BETWEEN S BROADWAY & S REGESTER ST,exact
LANCASTER ST,LANCASTER ST,"[{49465218, 1134462661, 896441447, 49422855, 49522162, 49522167, 631149656, 49522169, 49478234, 49522172, 49530910, 49496159}]",615,LANCASTER ST - BETWEEN S BOND ST & S BETHEL ST,exact
LANCASTER ST,LANCASTER ST,"[{49465218, 1134462661, 896441447, 49422855, 49522162, 49522167, 631149656, 49522169, 49478234, 49522172, 49530910, 49496159}]",345,LANCASTER ST - BETWEEN S BROADWAY & S REGESTER ST,exact
LANGTRY DR,LANGTRY DR,"[{37715504, 37714786}]",70,LANGTRY DR-.10 MI W OF MANOR RD,exact
LANSDOWNE RD,LANSDOWNE RD,"[{37717633, 37747745, 37747875, 37747779, 37747810, 1111321636, 5256797449, 37747756, 37734256, 37747828, 37609750}]",6885,LANSDOWNE RD - .10 MILE WEST OF HOLLINS FERRY RD,exact
LEEDS AVE,LEEDS AVE,"[{37602019, 37602083, 37602021, 37602056, 37602059, 37602125, 37602094, 1111322447, 1111322448, 37602064, 37388978, 37602096, 37602111, 37602102, 1054661592, 37602106, 393490843, 37602043}]",6985,LEEDS AVE - BETWEEN LINDEN AVE & NORTH AVE,exact
LESLIE AVE,LESLIE AVE,"[{37934312, 37763402, 393491018, 37623180, 37934318, 37763409, 937397522, 37607833, 37618972}]",3305,LESLIE AVE - BETWEEN KENWOOD AVE & FULLERTON AVE,exact
LIBERTY PKWY,LIBERTY PKWY,"[{37613192, 37794829, 1390271763, 686161811, 1390271643, 37794844, 686161821, 37794846, 37709880, 4501838904, 1390243903, 37794882, 37772243, 37794900, 37582165, 37794903, 37736667, 37794908, 37650914, 37615855, 37616241, 37709938, 37775985, 37617654}]",2255,LIBERTY PKWY - BETWEEN DUNDALK AVE & KINSHIP RD,exact
LIBERTY PKWY,LIBERTY PKWY,"[{37613192, 37794829, 1390271763, 686161811, 1390271643, 37794844, 686161821, 37794846, 37709880, 4501838904, 1390243903, 37794882, 37772243, 37794900, 37582165, 37794903, 37736667, 37794908, 37650914, 37615855, 37616241, 37709938, 37775985, 37617654}]",645,LIBERTY PKWY - BETWEEN LOGAN VIEW DR & DUNDALK AVE,exact
LIBERTY PKWY,LIBERTY PKWY,"[{37613192, 37794829, 1390271763, 686161811, 1390271643, 37794844, 686161821, 37794846, 37709880, 4501838904, 1390243903, 37794882, 37772243, 37794900, 37582165, 37794903, 37736667, 37794908, 37650914, 37615855, 37616241, 37709938, 37775985, 37617654}]",1925,LIBERTY PKWY - .10 MILE SOUTH OF DUNMANWAY,exact
LIBERTY PKWY,LIBERTY PKWY,"[{37613192, 37794829, 1390271763, 686161811, 1390271643, 37794844, 686161821, 37794846, 37709880, 4501838904, 1390243903, 37794882, 37772243, 37794900, 37582165, 37794903, 37736667, 37794908, 37650914, 37615855, 37616241, 37709938, 37775985, 37617654}]",1235,LIBERTY PKWY - .10 MILE SOUTH OF LOGAN VIEW DR,exact
LIBERTY PKWY,LIBERTY PKWY,"[{37613192, 37794829, 1390271763, 686161811, 1390271643, 37794844, 686161821, 37794846, 37709880, 4501838904, 1390243903, 37794882, 37772243, 37794900, 37582165, 37794903, 37736667, 37794908, 37650914, 37615855, 37616241, 37709938, 37775985, 37617654}]",1785,LIBERTY PKWY - BETWEEN BELCLARE RD & LOGAN VIEW DR,exact
LIBERTY RD,LIBERTY RD,"[{37936640, 37585418, 37585420, 37585421, 37585425, 37585427, 37585428, 37568021, 37585430, 37585432, 37585434, 7257603101, 37585438, 37585441, 37585442, 12048145974, 37585474, 37585476, 37585483, 37585486, 37373007, 37585491, 37585503, 37585506, 37318246, 37543527, 37585519, 37585521, 37585529, 37585534, 37585537, 37585539, 37585541, 37585546, 2123271826, 37912216, 37939352, 37585563, 37516446, 37585568, 37585584, 37585597, 37585599, 988174529, 37585601, 37585603, 37585605, 37585607, 37501646, 37585618, 988174551, 6035842267, 988174555, 268711135, 105947380, 37585152, 37585154, 37585156, 37585161, 37585162, 37585166, 37585173, 37429528, 37585178, 37585183, 37585185, 1460578298, 37585191, 631990577, 631990578, 37585202, 37585207, 37585209, 37585212, 37585217, 37585218, 37585224, 8262771532, 37585231, 37585234, 37585239, 37585248, 631990625, 1948396902, 37585257, 105947499, 37447546, 37568894, 37579142, 37585295, 37585297, 37585348, 37585350, 37585354, 37585360, 12032640976, 37585362, 37585365, 37585367, 37585373, 37585380, 37585892, 37585382, 2180127719, 37585385, 37585387, 37585388, 37585391, 37585393, 37585395, 37585397, 37585399, 2373782521, 37585402, 37585403}]",17564,MD26-.10 MI E OF CARROLL CO/L,exact
LIBERTY RD,LIBERTY RD,"[{37936640, 37585418, 37585420, 37585421, 37585425, 37585427, 37585428, 37568021, 37585430, 37585432, 37585434, 7257603101, 37585438, 37585441, 37585442, 12048145974, 37585474, 37585476, 37585483, 37585486, 37373007, 37585491, 37585503, 37585506, 37318246, 37543527, 37585519, 37585521, 37585529, 37585534, 37585537, 37585539, 37585541, 37585546, 2123271826, 37912216, 37939352, 37585563, 37516446, 37585568, 37585584, 37585597, 37585599, 988174529, 37585601, 37585603, 37585605, 37585607, 37501646, 37585618, 988174551, 6035842267, 988174555, 268711135, 105947380, 37585152, 37585154, 37585156, 37585161, 37585162, 37585166, 37585173, 37429528, 37585178, 37585183, 37585185, 1460578298, 37585191, 631990577, 631990578, 37585202, 37585207, 37585209, 37585212, 37585217, 37585218, 37585224, 8262771532, 37585231, 37585234, 37585239, 37585248, 631990625, 1948396902, 37585257, 105947499, 37447546, 37568894, 37579142, 37585295, 37585297, 37585348, 37585350, 37585354, 37585360, 12032640976, 37585362, 37585365, 37585367, 37585373, 37585380, 37585892, 37585382, 2180127719, 37585385, 37585387, 37585388, 37585391, 37585393, 37585395, 37585397, 37585399, 2373782521, 37585402, 37585403}]",7260,EXIT 94 RAMP 3 FR IS 70 EB TO MD 122 NB,exact
